subjID,gint_gsoc,gint_bsoc,bint_gsoc,bint_bsoc,neu1,neu2,round1,round2_sim_num,round2_sim,round2_dissim_num,round2_dissim,sim_cond,showNUMcond,option_A,option_B,subj_SJT_choice,argument,arg_source_pos_gint_gsoc,arg_source_pos_gint_bsoc,arg_source_neg_bint_gsoc,arg_source_neg_gint_gboc,arg_source_neu_2,arg_source_neu_1,arg_source_race_ethn,arg_source_age,arg_source_gender,arg_source_poli,arg_source_edu,arg_source_occup,Jaccard
286,"important,industrious,intelligent,serious","stern,humorless,dominating,persistent","modest,sentimental,happy,humorous","unintelligent,superficial,vain,wavering","responsible,hands-on,hands-off,adequate","network,control,social,influence",-13,34,NA,NA,NA,sim,Yes,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",1,"I think in this scenario, open communication is a must. When there is an issue, open communication is necessary. This eliminates any possibility of assumptions, malice, and misunderstanding. I think openly communicating criticism while praising prior performance to this employee is important. Instead of specifying the current flaws of the employee, I choose to remind the employee of their valued performance in earlier years. Nevertheless, I am still discussing  the issues that need to be fixed presently with the employee.","industrious,practical,serious,skillful","stern,critical,dominating,persistent","tolerant,helpful,sociable,humorous","superficial,irresponsible,dishonest,wavering","question,responsible,hands-off,adequate","network,social,recognizable,influence",Asian,21,Woman,23,Associate's degree,Marketing Manager,0.41
287,"important,intelligent,practical,skillful","stern,critical,dominating,persistent","sentimental,warm,helpful,sociable","superficial,vain,impulsive,wavering","reward,careful,manage,adequate","discipline,delegate,control,influence",-50,NA,NA,NA,46,dissim,No,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",1,"Although I had nothing against the other option, I thought it was very incomplete as a strategy. As a leader, it's important to be clear about how crucial it is that employees be committed to their work and to motivate them to invest themselves in their work. And constructive criticism is part of the tools a leader has at their disposal to help an employee become better at their work and more invested. Of course, criticism should always come with acknowledgement of an employee's strengths and accomplishments, otherwise it becomes lopsided and depressing for the employee who sees only their flaws being noticed, not the good they do in their work. It has to be balanced.","industrious,intelligent,reliable,skillful","stern,critical,shrewd,persistent","modest,warm,tolerant,helpful","vain,impulsive,dishonest,wasteful","reward,question,responsible,manage","delegate,network,social,influence",White,60,Woman,96,Bachelor's degree or higher,Service Coordinator,0.37
288,"important,intelligent,reliable,skillful","critical,humorless,dominating,persistent","warm,tolerant,helpful,humorous","superficial,vain,dishonest,wavering","careful,responsible,manage,adequate","discipline,delegate,control,influence",-17,NA,-23,NA,NA,sim,No,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",1,It is important as a leader of a team to set the level of expectation at all times. There is no room for ambiguity as this can lead to loose interpretations or conflict over what was mandated at the beginning of the working relationship. It is also important to openly express praise and acknowledgement for past achievements because often team members simply lack motivation or sense of purpose and giving them that can often lead to an improved sense of self and identity within the organisation and team.,"important,intelligent,reliable,practical","critical,shrewd,dominating,persistent","warm,tolerant,helpful,sociable","superficial,vain,impulsive,wavering","careful,hands-on,manage,adequate","discipline,delegate,recognizable,influence",White,27,Man,84,Bachelor's degree or higher,"Fleet Supervisor, Entertainment Experience",0.6
289,"cautious,intelligent,practical,skillful","cold,shrewd,dominating,persistent","modest,warm,tolerant,helpful","superficial,irresponsible,impulsive,dishonest","careful,responsible,hands-on,manage","network,control,recognizable,influence",-25,NA,19,NA,NA,sim,No,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",1,"I believe being open and honest with the employee is very important. I think discussing the current issues in their work while bringing up the fact that you know they can do better helps balance things out. If someone isn't putting their full effort into a project it has an effect on everyone else working on that project. If the employee doesn't turn their behavior around, I don't want them to feel blindsided when the discussion gets more serious.","intelligent,reliable,practical,skillful","stern,critical,dominating,persistent","modest,warm,tolerant,helpful","superficial,vain,dishonest,wavering","responsible,hands-on,hands-off,manage","delegate,monitor,control,recognizable",White,35,Man,100,Bachelor's degree or higher,Sr Programmer,0.5
290,"cautious,reliable,practical,skillful","stern,critical,dominating,persistent","sentimental,helpful,sociable,humorous","superficial,vain,dishonest,wavering","careful,responsible,hands-on,manage","discipline,control,recognizable,influence",30,17,NA,NA,NA,sim,Yes,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,1,"I believe being open and honest with the employee is very important. I think discussing the current issues in their work while bringing up the fact that you know they can do better helps balance things out. If someone isn't putting their full effort into a project it has an effect on everyone else working on that project. If the employee doesn't turn their behavior around, I don't want them to feel blindsided when the discussion gets more serious.","intelligent,reliable,practical,skillful","stern,critical,dominating,persistent","modest,warm,tolerant,helpful","superficial,vain,dishonest,wavering","responsible,hands-on,hands-off,manage","delegate,monitor,control,recognizable",White,35,Man,100,Bachelor's degree or higher,Sr Programmer,0.55
291,"intelligent,reliable,practical,skillful","stern,critical,dominating,persistent","modest,warm,happy,helpful","superficial,vain,impulsive,wavering","reward,careful,responsible,manage","discipline,delegate,monitor,influence",50,NA,35,NA,NA,sim,No,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,1,"I think this option is the best course of action in this situation because I should be objective in approaching this situation. He has been with the company for a number of years already and he should be fully committed to his responsibilities at the company. I would like to have an open conversation with him, and tell him how important his work is and how much I valued his previous performance.","cautious,intelligent,reliable,skillful","stern,critical,dominating,persistent","modest,warm,helpful,sociable","superficial,vain,impulsive,wavering","careful,responsible,hands-on,manage","discipline,delegate,monitor,control",White,37,Man,82,High school diploma/GED,Factory worker,0.71
292,"important,reliable,practical,skillful","stern,critical,dominating,persistent","warm,tolerant,helpful,sociable","superficial,irresponsible,impulsive,dishonest","question,responsible,hands-on,manage","discipline,delegate,social,influence",-21,NA,NA,0,NA,dissim,Yes,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",1,"I think you have to be as clear as possible with communication. You can still be sensitive to asking the employee personally what's going on, but they need to know the importance of their value to the team. As long as the employee knows we value their work and value them as an individual, this conversation should be fine. If not, that means this employee is ready to leave the company and it will be for the best.","important,intelligent,reliable,skillful","stern,critical,dominating,persistent","happy,helpful,sociable,humorous","superficial,vain,impulsive,wavering","reward,hands-on,manage,adequate","network,social,recognizable,influence",Black or African American,24,Woman,79,Bachelor's degree or higher,Marketing Coordinator,0.45
293,"important,practical,serious,skillful","critical,shrewd,dominating,persistent","happy,tolerant,helpful,sociable","vain,impulsive,dishonest,wavering","careful,responsible,hands-off,adequate","discipline,delegate,monitor,control",33,NA,NA,30,NA,dissim,Yes,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,1,"I think in this scenario, open communication is a must. When there is an issue, open communication is necessary. This eliminates any possibility of assumptions, malice, and misunderstanding. I think openly communicating criticism while praising prior performance to this employee is important. Instead of specifying the current flaws of the employee, I choose to remind the employee of their valued performance in earlier years. Nevertheless, I am still discussing  the issues that need to be fixed presently with the employee.","industrious,practical,serious,skillful","stern,critical,dominating,persistent","tolerant,helpful,sociable,humorous","superficial,irresponsible,dishonest,wavering","question,responsible,hands-off,adequate","network,social,recognizable,influence",Asian,21,Woman,23,Associate's degree,Marketing Manager,0.41
294,"cautious,intelligent,reliable,skillful","stern,critical,dominating,persistent","warm,tolerant,helpful,humorous","unintelligent,superficial,vain,impulsive","reward,careful,hands-on,manage","discipline,delegate,recognizable,influence",-50,NA,NA,3,NA,dissim,Yes,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",1,"I think in this scenario, open communication is a must. When there is an issue, open communication is necessary. This eliminates any possibility of assumptions, malice, and misunderstanding. I think openly communicating criticism while praising prior performance to this employee is important. Instead of specifying the current flaws of the employee, I choose to remind the employee of their valued performance in earlier years. Nevertheless, I am still discussing  the issues that need to be fixed presently with the employee.","industrious,practical,serious,skillful","stern,critical,dominating,persistent","tolerant,helpful,sociable,humorous","superficial,irresponsible,dishonest,wavering","question,responsible,hands-off,adequate","network,social,recognizable,influence",Asian,21,Woman,23,Associate's degree,Marketing Manager,0.3
295,"industrious,intelligent,reliable,skillful","critical,shrewd,dominating,persistent","modest,tolerant,helpful,humorous","superficial,vain,impulsive,wavering","question,responsible,hands-on,manage","discipline,control,recognizable,influence",41,41,NA,NA,NA,sim,Yes,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",2,"There may be outside distractions that are affecting his work performance.He's proven in the past that he is more than capable of doing above average work, so we should give his the opportunity to improve. Maybe we are not challenging him enough or not giving enough guidance. We need to let him know that weexpect more from him and it has been noted that his work has slipped.We should first try to support him if we can and let him know that we will.","intelligent,reliable,practical,skillful","stern,critical,shrewd,dominating","modest,tolerant,helpful,sociable","irresponsible,vain,impulsive,dishonest","responsible,hands-on,hands-off,manage","discipline,delegate,control,recognizable",Asian,52,Man,45,Bachelor's degree or higher,Software Tester,0.55
296,"important,intelligent,reliable,skillful","stern,critical,shrewd,persistent","warm,helpful,sociable,humorous","superficial,vain,wavering,wasteful","careful,hands-on,manage,adequate","delegate,network,social,influence",-26,25,NA,NA,NA,sim,Yes,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,2,"Because this person has worked on a project with my group for two years, he is obviously trusted and a valuable member. I think it would be better to show him more empathy and care than discipline and questioning. You never know if something personal is occurring in his life that he has to deal with in addition to his work. Being on the defensive right off the bat would just make him defensive and further not want to work. I as a manager want to motivate him.","intelligent,reliable,practical,skillful","stern,critical,dominating,persistent","modest,warm,helpful,sociable","superficial,vain,impulsive,wasteful","responsible,hands-on,manage,adequate","delegate,monitor,recognizable,influence",Hispanic/Latino,51,Woman,58,Bachelor's degree or higher,Operations Manager,0.55
297,"important,intelligent,reliable,skillful","stern,critical,dominating,persistent","warm,tolerant,helpful,sociable","superficial,vain,impulsive,wasteful","careful,responsible,hands-on,manage","network,control,recognizable,influence",-32,-38,NA,NA,NA,sim,Yes,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",1,It is important as a leader of a team to set the level of expectation at all times. There is no room for ambiguity as this can lead to loose interpretations or conflict over what was mandated at the beginning of the working relationship. It is also important to openly express praise and acknowledgement for past achievements because often team members simply lack motivation or sense of purpose and giving them that can often lead to an improved sense of self and identity within the organisation and team.,"important,intelligent,reliable,practical","critical,shrewd,dominating,persistent","warm,tolerant,helpful,sociable","superficial,vain,impulsive,wavering","careful,hands-on,manage,adequate","discipline,delegate,recognizable,influence",White,27,Man,84,Bachelor's degree or higher,"Fleet Supervisor, Entertainment Experience",0.6
298,"intelligent,reliable,practical,skillful","stern,critical,shrewd,persistent","warm,happy,tolerant,helpful","unintelligent,irresponsible,vain,wasteful","question,careful,hands-on,manage","discipline,delegate,monitor,influence",-27,NA,NA,NA,-27,dissim,No,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",1,"As his manager, a personal conversation would be inappropriate. It could show favoritism. Pointing out how he is failing to meet expectations helps him understand what needs to change. Expressing that his earlier accomplishment did not go unnoticed could prevent him from feeling like he is not a part of the team.","important,cautious,industrious,serious","cold,stern,critical,dominating","sentimental,happy,sociable,humorous","vain,impulsive,dishonest,wasteful","reward,question,hands-on,manage","delegate,monitor,control,recognizable",White,30,Man,44,Some college,JMC Engineer,0.26
299,"industrious,intelligent,practical,skillful","critical,shrewd,dominating,persistent","warm,tolerant,helpful,sociable","superficial,vain,impulsive,wasteful","question,responsible,hands-on,manage","delegate,control,recognizable,influence",-15,NA,NA,-17,NA,dissim,Yes,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",1,"I think in this scenario, open communication is a must. When there is an issue, open communication is necessary. This eliminates any possibility of assumptions, malice, and misunderstanding. I think openly communicating criticism while praising prior performance to this employee is important. Instead of specifying the current flaws of the employee, I choose to remind the employee of their valued performance in earlier years. Nevertheless, I am still discussing  the issues that need to be fixed presently with the employee.","industrious,practical,serious,skillful","stern,critical,dominating,persistent","tolerant,helpful,sociable,humorous","superficial,irresponsible,dishonest,wavering","question,responsible,hands-off,adequate","network,social,recognizable,influence",Asian,21,Woman,23,Associate's degree,Marketing Manager,0.41
300,"important,intelligent,serious,skillful","cold,critical,dominating,persistent","modest,helpful,sociable,humorous","unintelligent,superficial,irresponsible,dishonest","reward,careful,responsible,manage","network,control,recognizable,influence",-44,NA,NA,27,NA,dissim,Yes,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",1,"As his manager, a personal conversation would be inappropriate. It could show favoritism. Pointing out how he is failing to meet expectations helps him understand what needs to change. Expressing that his earlier accomplishment did not go unnoticed could prevent him from feeling like he is not a part of the team.","important,cautious,industrious,serious","cold,stern,critical,dominating","sentimental,happy,sociable,humorous","vain,impulsive,dishonest,wasteful","reward,question,hands-on,manage","delegate,monitor,control,recognizable",White,30,Man,44,Some college,JMC Engineer,0.33
301,"industrious,intelligent,reliable,skillful","stern,critical,shrewd,persistent","modest,tolerant,helpful,sociable","superficial,vain,impulsive,wavering","reward,responsible,hands-on,manage","delegate,monitor,network,influence",-50,NA,NA,NA,-50,dissim,No,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",1,"As his manager, a personal conversation would be inappropriate. It could show favoritism. Pointing out how he is failing to meet expectations helps him understand what needs to change. Expressing that his earlier accomplishment did not go unnoticed could prevent him from feeling like he is not a part of the team.","important,cautious,industrious,serious","cold,stern,critical,dominating","sentimental,happy,sociable,humorous","vain,impulsive,dishonest,wasteful","reward,question,hands-on,manage","delegate,monitor,control,recognizable",White,30,Man,44,Some college,JMC Engineer,0.3
302,"intelligent,reliable,serious,skillful","critical,humorless,shrewd,persistent","modest,tolerant,helpful,sociable","superficial,vain,impulsive,wavering","careful,responsible,manage,adequate","discipline,control,social,influence",50,NA,NA,1,NA,dissim,Yes,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",2,"As a leader, it is imperative to maintain an open and healthy relationship with those who work under you. In this context, it is clear that the employee has some issues regarding motivation/work ethic and requires adjustment in order to continue effectively. By doing this in an open and supportive manner, the employee should feel capable of expressing the factors that have impacted their performance. This in conjunction with the offer of support will provide them with the opportunity to improve and succeed. Though there is no guaranteetheir behavior will change, such a course will at least afford the opportunity, which is what's best both for the employee and the company.","important,cautious,industrious,serious","stern,critical,dominating,persistent","sentimental,happy,sociable,humorous","superficial,irresponsible,impulsive,dishonest","reward,hands-off,manage,adequate","delegate,monitor,network,control",White,25,Man,79,Bachelor's degree or higher,Operation Supervisor,0.23
303,"important,reliable,practical,skillful","cold,stern,critical,shrewd","modest,warm,happy,helpful","vain,impulsive,dishonest,wasteful","responsible,hands-on,manage,adequate","discipline,delegate,control,recognizable",-26,-24,NA,NA,NA,sim,Yes,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,2,All of us generally have lives outside of work. I have been in this type of situation many time as a staff resource manager and there is almost always something behind the behavior. I would talk with the person off the record and make them aware of all we can do to help and support if needed. If the employee was just lacking interest or motivation for the job then that would come out of the conversation and appropriate action could be taken.,"important,industrious,intelligent,skillful","cold,stern,critical,shrewd","modest,warm,tolerant,helpful","superficial,vain,dishonest,wasteful","reward,careful,responsible,manage","discipline,delegate,recognizable,influence",White,44,Woman,100,Bachelor's degree or higher,business owner - Marketing,0.55
304,"intelligent,reliable,practical,skillful","stern,critical,shrewd,persistent","modest,warm,helpful,sociable","superficial,vain,impulsive,wavering","careful,responsible,hands-on,manage","discipline,delegate,monitor,influence",-50,NA,NA,NA,-45,dissim,No,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",1,"Although I had nothing against the other option, I thought it was very incomplete as a strategy. As a leader, it's important to be clear about how crucial it is that employees be committed to their work and to motivate them to invest themselves in their work. And constructive criticism is part of the tools a leader has at their disposal to help an employee become better at their work and more invested. Of course, criticism should always come with acknowledgement of an employee's strengths and accomplishments, otherwise it becomes lopsided and depressing for the employee who sees only their flaws being noticed, not the good they do in their work. It has to be balanced.","industrious,intelligent,reliable,skillful","stern,critical,shrewd,persistent","modest,warm,tolerant,helpful","vain,impulsive,dishonest,wasteful","reward,question,responsible,manage","delegate,network,social,influence",White,60,Woman,96,Bachelor's degree or higher,Service Coordinator,0.5
305,"industrious,reliable,practical,skillful","critical,shrewd,dominating,persistent","warm,tolerant,helpful,humorous","irresponsible,vain,impulsive,dishonest","reward,responsible,hands-on,manage","delegate,monitor,control,influence",-24,-13,NA,NA,NA,sim,Yes,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",1,"Although I had nothing against the other option, I thought it was very incomplete as a strategy. As a leader, it's important to be clear about how crucial it is that employees be committed to their work and to motivate them to invest themselves in their work. And constructive criticism is part of the tools a leader has at their disposal to help an employee become better at their work and more invested. Of course, criticism should always come with acknowledgement of an employee's strengths and accomplishments, otherwise it becomes lopsided and depressing for the employee who sees only their flaws being noticed, not the good they do in their work. It has to be balanced.","industrious,intelligent,reliable,skillful","stern,critical,shrewd,persistent","modest,warm,tolerant,helpful","vain,impulsive,dishonest,wasteful","reward,question,responsible,manage","delegate,network,social,influence",White,60,Woman,96,Bachelor's degree or higher,Service Coordinator,0.55
306,"intelligent,reliable,practical,skillful","cold,critical,moody,dominating","sentimental,warm,helpful,sociable","superficial,vain,impulsive,wavering","careful,hands-on,manage,adequate","discipline,delegate,control,influence",-50,NA,27,NA,NA,sim,No,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",1,It is important as a leader of a team to set the level of expectation at all times. There is no room for ambiguity as this can lead to loose interpretations or conflict over what was mandated at the beginning of the working relationship. It is also important to openly express praise and acknowledgement for past achievements because often team members simply lack motivation or sense of purpose and giving them that can often lead to an improved sense of self and identity within the organisation and team.,"important,intelligent,reliable,practical","critical,shrewd,dominating,persistent","warm,tolerant,helpful,sociable","superficial,vain,impulsive,wavering","careful,hands-on,manage,adequate","discipline,delegate,recognizable,influence",White,27,Man,84,Bachelor's degree or higher,"Fleet Supervisor, Entertainment Experience",0.66
307,"important,intelligent,reliable,skillful","critical,shrewd,dominating,persistent","warm,tolerant,helpful,sociable","irresponsible,dishonest,wavering,wasteful","responsible,hands-on,manage,adequate","delegate,control,recognizable,influence",-29,NA,NA,NA,-36,dissim,No,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",1,"I think you have to be as clear as possible with communication. You can still be sensitive to asking the employee personally what's going on, but they need to know the importance of their value to the team. As long as the employee knows we value their work and value them as an individual, this conversation should be fine. If not, that means this employee is ready to leave the company and it will be for the best.","important,intelligent,reliable,skillful","stern,critical,dominating,persistent","happy,helpful,sociable,humorous","superficial,vain,impulsive,wavering","reward,hands-on,manage,adequate","network,social,recognizable,influence",Black or African American,24,Woman,79,Bachelor's degree or higher,Marketing Coordinator,0.45
308,"industrious,intelligent,reliable,practical","stern,shrewd,dominating,persistent","warm,tolerant,helpful,sociable","superficial,vain,impulsive,dishonest","careful,responsible,hands-off,manage","discipline,delegate,monitor,influence",-25,27,NA,NA,NA,sim,Yes,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",1,It is important as a leader of a team to set the level of expectation at all times. There is no room for ambiguity as this can lead to loose interpretations or conflict over what was mandated at the beginning of the working relationship. It is also important to openly express praise and acknowledgement for past achievements because often team members simply lack motivation or sense of purpose and giving them that can often lead to an improved sense of self and identity within the organisation and team.,"important,intelligent,reliable,practical","critical,shrewd,dominating,persistent","warm,tolerant,helpful,sociable","superficial,vain,impulsive,wavering","careful,hands-on,manage,adequate","discipline,delegate,recognizable,influence",White,27,Man,84,Bachelor's degree or higher,"Fleet Supervisor, Entertainment Experience",0.6
309,"intelligent,reliable,serious,skillful","critical,shrewd,dominating,persistent","modest,warm,helpful,sociable","superficial,vain,impulsive,wavering","reward,careful,hands-on,adequate","discipline,monitor,recognizable,influence",39,-3,NA,NA,NA,sim,Yes,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",2,"Because this person has worked on a project with my group for two years, he is obviously trusted and a valuable member. I think it would be better to show him more empathy and care than discipline and questioning. You never know if something personal is occurring in his life that he has to deal with in addition to his work. Being on the defensive right off the bat would just make him defensive and further not want to work. I as a manager want to motivate him.","intelligent,reliable,practical,skillful","stern,critical,dominating,persistent","modest,warm,helpful,sociable","superficial,vain,impulsive,wasteful","responsible,hands-on,manage,adequate","delegate,monitor,recognizable,influence",Hispanic/Latino,51,Woman,58,Bachelor's degree or higher,Operations Manager,0.6
310,"industrious,reliable,practical,skillful","critical,shrewd,dominating,persistent","warm,tolerant,helpful,sociable","superficial,vain,wavering,wasteful","question,responsible,hands-on,manage","discipline,delegate,control,influence",-17,-11,NA,NA,NA,sim,Yes,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,2,"Because this person has worked on a project with my group for two years, he is obviously trusted and a valuable member. I think it would be better to show him more empathy and care than discipline and questioning. You never know if something personal is occurring in his life that he has to deal with in addition to his work. Being on the defensive right off the bat would just make him defensive and further not want to work. I as a manager want to motivate him.","intelligent,reliable,practical,skillful","stern,critical,dominating,persistent","modest,warm,helpful,sociable","superficial,vain,impulsive,wasteful","responsible,hands-on,manage,adequate","delegate,monitor,recognizable,influence",Hispanic/Latino,51,Woman,58,Bachelor's degree or higher,Operations Manager,0.55
311,"intelligent,reliable,practical,serious","cold,critical,humorless,dominating","modest,tolerant,helpful,sociable","unintelligent,impulsive,wavering,wasteful","reward,careful,responsible,manage","delegate,monitor,control,influence",30,46,NA,NA,NA,sim,Yes,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",2,"The change in productivity could indicate that the employee is either dissatisfied with their current project or has personal issues. Either way, it's better to get to know the employee and find out why their behavior changed, rather than lecture them about how much they should care. Additionally, there is nothing wrong with the employee working only as long as required. Coming in late should be addressed, but they are not obligated to work longer than required.","intelligent,reliable,serious,skillful","cold,stern,critical,persistent","modest,tolerant,helpful,sociable","superficial,irresponsible,wavering,wasteful","question,careful,responsible,manage","discipline,control,social,influence",White,28,Man,100,Associate's degree,Soldier,0.5
312,"industrious,reliable,practical,skillful","stern,shrewd,dominating,persistent","warm,helpful,sociable,humorous","vain,impulsive,dishonest,wasteful","careful,responsible,hands-on,manage","discipline,delegate,monitor,influence",46,NA,NA,NA,-3,dissim,No,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",2,"I would have a personal conversation with them to find out what the underlying issue is that is causing their lack of motivation. A more engaged employee is always more productive, so, if they are unhappy with some aspect of their role, I would need to understand that and try to close that gap or transfer them to a project where they might show more interest or enthusiasm. But I would also stress that they are part of team and everyone relies on each member of the team to complete their duties to try to gain some commitment from them until adjustments can be made.","cautious,intelligent,reliable,practical","stern,critical,shrewd,persistent","modest,warm,tolerant,sociable","superficial,vain,impulsive,wavering","reward,careful,responsible,hands-off","discipline,network,social,influence",White,42,Man,60,Bachelor's degree or higher,Engineer,0.37
313,"intelligent,practical,serious,skillful","critical,shrewd,dominating,persistent","warm,tolerant,helpful,humorous","superficial,impulsive,dishonest,wasteful","careful,responsible,hands-on,manage","discipline,delegate,monitor,control",-36,NA,NA,NA,-37,dissim,No,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",1,"As his manager, a personal conversation would be inappropriate. It could show favoritism. Pointing out how he is failing to meet expectations helps him understand what needs to change. Expressing that his earlier accomplishment did not go unnoticed could prevent him from feeling like he is not a part of the team.","important,cautious,industrious,serious","cold,stern,critical,dominating","sentimental,happy,sociable,humorous","vain,impulsive,dishonest,wasteful","reward,question,hands-on,manage","delegate,monitor,control,recognizable",White,30,Man,44,Some college,JMC Engineer,0.33
